k,nbk,pk,type
1,572,0.4880546075085324,fictive
2,204,0.17406143344709898,fictive
3,87,0.07423208191126279,fictive
4,65,0.05546075085324232,fictive
5,45,0.03839590443686007,fictive
133,1,8.532423208191126E-4,fictive
6,19,0.016211604095563138,fictive
7,18,0.015358361774744027,fictive
8,21,0.017918088737201365,fictive
9,14,0.011945392491467578,fictive
10,10,0.008532423208191127,fictive
11,9,0.007679180887372013,fictive
12,7,0.005972696245733789,fictive
10892,1,8.532423208191126E-4,fictive
8973,1,8.532423208191126E-4,fictive
13,4,0.0034129692832764505,fictive
397,1,8.532423208191126E-4,fictive
14,4,0.0034129692832764505,fictive
15,5,0.004266211604095563,fictive
16,1,8.532423208191126E-4,fictive
17,2,0.0017064846416382253,fictive
1041,1,8.532423208191126E-4,fictive
18,3,0.002559726962457338,fictive
19,1,8.532423208191126E-4,fictive
20,2,0.0017064846416382253,fictive
21,1,8.532423208191126E-4,fictive
22,1,8.532423208191126E-4,fictive
23,3,0.002559726962457338,fictive
24,1,8.532423208191126E-4,fictive
25,2,0.0017064846416382253,fictive
7322,1,8.532423208191126E-4,fictive
27,1,8.532423208191126E-4,fictive
29,5,0.004266211604095563,fictive
30,2,0.0017064846416382253,fictive
32,2,0.0017064846416382253,fictive
33,1,8.532423208191126E-4,fictive
34,3,0.002559726962457338,fictive
35,2,0.0017064846416382253,fictive
4259,1,8.532423208191126E-4,fictive
36,1,8.532423208191126E-4,fictive
165,1,8.532423208191126E-4,fictive
38,2,0.0017064846416382253,fictive
40,2,0.0017064846416382253,fictive
44,1,8.532423208191126E-4,fictive
2222,1,8.532423208191126E-4,fictive
46,2,0.0017064846416382253,fictive
49,2,0.0017064846416382253,fictive
51,1,8.532423208191126E-4,fictive
52,1,8.532423208191126E-4,fictive
1845,1,8.532423208191126E-4,fictive
697,1,8.532423208191126E-4,fictive
7481,1,8.532423208191126E-4,fictive
4794,1,8.532423208191126E-4,fictive
58,2,0.0017064846416382253,fictive
59,1,8.532423208191126E-4,fictive
61,1,8.532423208191126E-4,fictive
448,1,8.532423208191126E-4,fictive
1217,1,8.532423208191126E-4,fictive
2245,1,8.532423208191126E-4,fictive
325,1,8.532423208191126E-4,fictive
71,1,8.532423208191126E-4,fictive
72,1,8.532423208191126E-4,fictive
73,1,8.532423208191126E-4,fictive
74,1,8.532423208191126E-4,fictive
1226,1,8.532423208191126E-4,fictive
77,1,8.532423208191126E-4,fictive
78,1,8.532423208191126E-4,fictive
334,1,8.532423208191126E-4,fictive
5839,1,8.532423208191126E-4,fictive
340,1,8.532423208191126E-4,fictive
87,1,8.532423208191126E-4,fictive
3801,1,8.532423208191126E-4,fictive
3161,1,8.532423208191126E-4,fictive
346,1,8.532423208191126E-4,fictive
219,1,8.532423208191126E-4,fictive
2143,1,8.532423208191126E-4,fictive
101,1,8.532423208191126E-4,fictive
1003,1,8.532423208191126E-4,fictive
492,1,8.532423208191126E-4,fictive
109,1,8.532423208191126E-4,fictive
110,2,0.0017064846416382253,fictive
1,305,0.34346846846846846,real
513,1,0.0011261261261261261,real
2,89,0.10022522522522523,real
3,41,0.04617117117117117,real
4,33,0.037162162162162164,real
1028,1,0.0011261261261261261,real
5,20,0.02252252252252252,real
6,24,0.02702702702702703,real
7,21,0.02364864864864865,real
8,17,0.019144144144144143,real
9,13,0.01463963963963964,real
10,14,0.015765765765765764,real
11,13,0.01463963963963964,real
3595,1,0.0011261261261261261,real
12,7,0.007882882882882882,real
13,9,0.010135135135135136,real
14,7,0.007882882882882882,real
15,5,0.00563063063063063,real
16,12,0.013513513513513514,real
17,12,0.013513513513513514,real
18,2,0.0022522522522522522,real
19,6,0.006756756756756757,real
20,6,0.006756756756756757,real
21,4,0.0045045045045045045,real
1045,1,0.0011261261261261261,real
22,6,0.006756756756756757,real
534,1,0.0011261261261261261,real
279,1,0.0011261261261261261,real
23,5,0.00563063063063063,real
24,6,0.006756756756756757,real
25,3,0.0033783783783783786,real
26,4,0.0045045045045045045,real
27,4,0.0045045045045045045,real
28,4,0.0045045045045045045,real
29,3,0.0033783783783783786,real
30,3,0.0033783783783783786,real
31,2,0.0022522522522522522,real
32,3,0.0033783783783783786,real
33,1,0.0011261261261261261,real
34,2,0.0022522522522522522,real
35,5,0.00563063063063063,real
36,5,0.00563063063063063,real
804,1,0.0011261261261261261,real
293,1,0.0011261261261261261,real
37,4,0.0045045045045045045,real
805,1,0.0011261261261261261,real
38,2,0.0022522522522522522,real
39,1,0.0011261261261261261,real
40,2,0.0022522522522522522,real
41,3,0.0033783783783783786,real
553,1,0.0011261261261261261,real
42,1,0.0011261261261261261,real
43,3,0.0033783783783783786,real
299,1,0.0011261261261261261,real
44,1,0.0011261261261261261,real
45,1,0.0011261261261261261,real
6445,1,0.0011261261261261261,real
46,2,0.0022522522522522522,real
47,3,0.0033783783783783786,real
48,3,0.0033783783783783786,real
561,1,0.0011261261261261261,real
16177,1,0.0011261261261261261,real
50,1,0.0011261261261261261,real
51,6,0.006756756756756757,real
821,1,0.0011261261261261261,real
53,1,0.0011261261261261261,real
54,2,0.0022522522522522522,real
55,2,0.0022522522522522522,real
56,1,0.0011261261261261261,real
57,1,0.0011261261261261261,real
58,2,0.0022522522522522522,real
59,1,0.0011261261261261261,real
571,1,0.0011261261261261261,real
61,3,0.0033783783783783786,real
2365,1,0.0011261261261261261,real
62,2,0.0022522522522522522,real
63,1,0.0011261261261261261,real
2111,1,0.0011261261261261261,real
321,1,0.0011261261261261261,real
66,2,0.0022522522522522522,real
67,2,0.0022522522522522522,real
68,2,0.0022522522522522522,real
324,1,0.0011261261261261261,real
69,1,0.0011261261261261261,real
5189,1,0.0011261261261261261,real
70,1,0.0011261261261261261,real
71,1,0.0011261261261261261,real
72,1,0.0011261261261261261,real
328,1,0.0011261261261261261,real
74,1,0.0011261261261261261,real
331,1,0.0011261261261261261,real
76,1,0.0011261261261261261,real
77,1,0.0011261261261261261,real
78,2,0.0022522522522522522,real
79,1,0.0011261261261261261,real
847,1,0.0011261261261261261,real
592,1,0.0011261261261261261,real
337,1,0.0011261261261261261,real
83,1,0.0011261261261261261,real
84,1,0.0011261261261261261,real
597,1,0.0011261261261261261,real
86,1,0.0011261261261261261,real
344,1,0.0011261261261261261,real
92,1,0.0011261261261261261,real
95,1,0.0011261261261261261,real
351,1,0.0011261261261261261,real
96,2,0.0022522522522522522,real
97,2,0.0022522522522522522,real
353,1,0.0011261261261261261,real
105,1,0.0011261261261261261,real
109,1,0.0011261261261261261,real
8814,1,0.0011261261261261261,real
110,1,0.0011261261261261261,real
111,1,0.0011261261261261261,real
112,1,0.0011261261261261261,real
370,1,0.0011261261261261261,real
121,2,0.0022522522522522522,real
2681,1,0.0011261261261261261,real
124,1,0.0011261261261261261,real
125,1,0.0011261261261261261,real
126,1,0.0011261261261261261,real
383,1,0.0011261261261261261,real
128,1,0.0011261261261261261,real
384,2,0.0022522522522522522,real
132,1,0.0011261261261261261,real
389,1,0.0011261261261261261,real
136,2,0.0022522522522522522,real
142,1,0.0011261261261261261,real
399,1,0.0011261261261261261,real
143,1,0.0011261261261261261,real
402,1,0.0011261261261261261,real
146,1,0.0011261261261261261,real
7826,1,0.0011261261261261261,real
405,1,0.0011261261261261261,real
149,2,0.0022522522522522522,real
151,1,0.0011261261261261261,real
157,2,0.0022522522522522522,real
159,3,0.0033783783783783786,real
162,1,0.0011261261261261261,real
164,1,0.0011261261261261261,real
6564,1,0.0011261261261261261,real
169,1,0.0011261261261261261,real
683,1,0.0011261261261261261,real
172,1,0.0011261261261261261,real
173,1,0.0011261261261261261,real
430,1,0.0011261261261261261,real
688,1,0.0011261261261261261,real
432,1,0.0011261261261261261,real
185,1,0.0011261261261261261,real
441,2,0.0022522522522522522,real
188,1,0.0011261261261261261,real
962,1,0.0011261261261261261,real
1220,1,0.0011261261261261261,real
200,1,0.0011261261261261261,real
715,1,0.0011261261261261261,real
459,1,0.0011261261261261261,real
