property,d-statistics
P110,0.16495956873315365
P65,0.08500560887448586
P509,0.09011060507482108
P149,0.0568339542698517
P2079,0.0808108108108108
P103,0.1104301441380093
P6379,0.13097520252303507
P2094,0.09461071351116894
P140,0.17173193064484707
P102,0.08677051338306274
P170,0.026095279768090576
