k,nbk,pk,type
1,1888,0.49815303430079155,fictive
2,584,0.15408970976253297,fictive
1282,1,2.638522427440633E-4,fictive
3,357,0.09419525065963061,fictive
4,179,0.04722955145118733,fictive
1284,1,2.638522427440633E-4,fictive
5,133,0.03509234828496042,fictive
6,88,0.02321899736147757,fictive
7,79,0.020844327176781002,fictive
8,51,0.01345646437994723,fictive
9,36,0.00949868073878628,fictive
10,31,0.008179419525065963,fictive
11,31,0.008179419525065963,fictive
12,28,0.007387862796833773,fictive
13,27,0.00712401055408971,fictive
14,11,0.0029023746701846965,fictive
15,9,0.00237467018469657,fictive
16,10,0.002638522427440633,fictive
13072,1,2.638522427440633E-4,fictive
17,18,0.00474934036939314,fictive
18,10,0.002638522427440633,fictive
19,5,0.0013192612137203166,fictive
20,11,0.0029023746701846965,fictive
21,10,0.002638522427440633,fictive
22,5,0.0013192612137203166,fictive
23,9,0.00237467018469657,fictive
279,1,2.638522427440633E-4,fictive
24,6,0.0015831134564643799,fictive
25,7,0.0018469656992084432,fictive
26,6,0.0015831134564643799,fictive
26138,1,2.638522427440633E-4,fictive
27,4,0.0010554089709762533,fictive
28,10,0.002638522427440633,fictive
29,7,0.0018469656992084432,fictive
53022,1,2.638522427440633E-4,fictive
31,5,0.0013192612137203166,fictive
32,6,0.0015831134564643799,fictive
33,5,0.0013192612137203166,fictive
34,3,7.915567282321899E-4,fictive
290,1,2.638522427440633E-4,fictive
35,5,0.0013192612137203166,fictive
36,3,7.915567282321899E-4,fictive
37,3,7.915567282321899E-4,fictive
38,1,2.638522427440633E-4,fictive
40,4,0.0010554089709762533,fictive
41,2,5.277044854881266E-4,fictive
42,4,0.0010554089709762533,fictive
43,4,0.0010554089709762533,fictive
811,1,2.638522427440633E-4,fictive
44,4,0.0010554089709762533,fictive
45,1,2.638522427440633E-4,fictive
46,3,7.915567282321899E-4,fictive
47,3,7.915567282321899E-4,fictive
48,3,7.915567282321899E-4,fictive
49,4,0.0010554089709762533,fictive
50,1,2.638522427440633E-4,fictive
52,1,2.638522427440633E-4,fictive
1845,1,2.638522427440633E-4,fictive
53,2,5.277044854881266E-4,fictive
55,1,2.638522427440633E-4,fictive
57,1,2.638522427440633E-4,fictive
6457,1,2.638522427440633E-4,fictive
58,1,2.638522427440633E-4,fictive
63,1,2.638522427440633E-4,fictive
1856,1,2.638522427440633E-4,fictive
64,2,5.277044854881266E-4,fictive
67,2,5.277044854881266E-4,fictive
326,1,2.638522427440633E-4,fictive
71,1,2.638522427440633E-4,fictive
21577,1,2.638522427440633E-4,fictive
75,1,2.638522427440633E-4,fictive
77,1,2.638522427440633E-4,fictive
79,1,2.638522427440633E-4,fictive
84,1,2.638522427440633E-4,fictive
7766,1,2.638522427440633E-4,fictive
87,1,2.638522427440633E-4,fictive
349,1,2.638522427440633E-4,fictive
98,1,2.638522427440633E-4,fictive
99,1,2.638522427440633E-4,fictive
101,1,2.638522427440633E-4,fictive
106,1,2.638522427440633E-4,fictive
107,1,2.638522427440633E-4,fictive
116,1,2.638522427440633E-4,fictive
629,1,2.638522427440633E-4,fictive
124,1,2.638522427440633E-4,fictive
126,1,2.638522427440633E-4,fictive
902,1,2.638522427440633E-4,fictive
11144,1,2.638522427440633E-4,fictive
1673,1,2.638522427440633E-4,fictive
9611,1,2.638522427440633E-4,fictive
142,1,2.638522427440633E-4,fictive
3984,1,2.638522427440633E-4,fictive
2193,1,2.638522427440633E-4,fictive
148,1,2.638522427440633E-4,fictive
406,1,2.638522427440633E-4,fictive
19862,1,2.638522427440633E-4,fictive
33432,1,2.638522427440633E-4,fictive
152,1,2.638522427440633E-4,fictive
11672,1,2.638522427440633E-4,fictive
45729,1,2.638522427440633E-4,fictive
168,2,5.277044854881266E-4,fictive
28330,1,2.638522427440633E-4,fictive
682,1,2.638522427440633E-4,fictive
683,1,2.638522427440633E-4,fictive
177,2,5.277044854881266E-4,fictive
1971,1,2.638522427440633E-4,fictive
183,1,2.638522427440633E-4,fictive
706,1,2.638522427440633E-4,fictive
200,1,2.638522427440633E-4,fictive
201,2,5.277044854881266E-4,fictive
458,1,2.638522427440633E-4,fictive
1232,1,2.638522427440633E-4,fictive
738,1,2.638522427440633E-4,fictive
1509,1,2.638522427440633E-4,fictive
1010,1,2.638522427440633E-4,fictive
246,1,2.638522427440633E-4,fictive
1273,1,2.638522427440633E-4,fictive
1274,1,2.638522427440633E-4,fictive
95233,1,6.784260515603799E-4,real
1,685,0.46472184531886024,real
2,169,0.11465400271370421,real
3,101,0.06852103120759837,real
4,55,0.03731343283582089,real
260,1,6.784260515603799E-4,real
5,43,0.029172320217096336,real
261,1,6.784260515603799E-4,real
11525,1,6.784260515603799E-4,real
6,32,0.021709633649932156,real
7,28,0.018995929443690638,real
263,1,6.784260515603799E-4,real
