k,nbk,pk,type
1,1781,0.5132564841498559,fictive
2,583,0.16801152737752162,fictive
514,1,2.8818443804034583E-4,fictive
3,270,0.07780979827089338,fictive
4,164,0.04726224783861672,fictive
260,1,2.8818443804034583E-4,fictive
5,121,0.034870317002881845,fictive
6,79,0.02276657060518732,fictive
12806,1,2.8818443804034583E-4,fictive
7,68,0.019596541786743516,fictive
8,38,0.01095100864553314,fictive
264,1,2.8818443804034583E-4,fictive
7944,1,2.8818443804034583E-4,fictive
10760,1,2.8818443804034583E-4,fictive
9,34,0.009798270893371758,fictive
10,33,0.009510086455331412,fictive
11,26,0.007492795389048991,fictive
12,18,0.005187319884726225,fictive
13,17,0.004899135446685879,fictive
14,10,0.002881844380403458,fictive
15,23,0.006628242074927954,fictive
16,8,0.0023054755043227667,fictive
17,10,0.002881844380403458,fictive
18,5,0.001440922190201729,fictive
19,11,0.003170028818443804,fictive
20,13,0.0037463976945244955,fictive
21,11,0.003170028818443804,fictive
22,3,8.645533141210375E-4,fictive
23,3,8.645533141210375E-4,fictive
24,5,0.001440922190201729,fictive
25,5,0.001440922190201729,fictive
27,5,0.001440922190201729,fictive
28,2,5.763688760806917E-4,fictive
29,7,0.0020172910662824206,fictive
30,2,5.763688760806917E-4,fictive
31,4,0.0011527377521613833,fictive
32,6,0.001729106628242075,fictive
33,4,0.0011527377521613833,fictive
34,1,2.8818443804034583E-4,fictive
35,2,5.763688760806917E-4,fictive
37,2,5.763688760806917E-4,fictive
38,2,5.763688760806917E-4,fictive
39,1,2.8818443804034583E-4,fictive
41,3,8.645533141210375E-4,fictive
42,1,2.8818443804034583E-4,fictive
43,2,5.763688760806917E-4,fictive
44,1,2.8818443804034583E-4,fictive
2861,1,2.8818443804034583E-4,fictive
46,1,2.8818443804034583E-4,fictive
47,1,2.8818443804034583E-4,fictive
48,1,2.8818443804034583E-4,fictive
49,1,2.8818443804034583E-4,fictive
50,1,2.8818443804034583E-4,fictive
51,3,8.645533141210375E-4,fictive
2611,1,2.8818443804034583E-4,fictive
10292,1,2.8818443804034583E-4,fictive
52,2,5.763688760806917E-4,fictive
57,2,5.763688760806917E-4,fictive
48697,1,2.8818443804034583E-4,fictive
58,1,2.8818443804034583E-4,fictive
62,3,8.645533141210375E-4,fictive
63,1,2.8818443804034583E-4,fictive
64,1,2.8818443804034583E-4,fictive
65,2,5.763688760806917E-4,fictive
66,3,8.645533141210375E-4,fictive
67,1,2.8818443804034583E-4,fictive
69,1,2.8818443804034583E-4,fictive
70,1,2.8818443804034583E-4,fictive
72,1,2.8818443804034583E-4,fictive
73,1,2.8818443804034583E-4,fictive
76,1,2.8818443804034583E-4,fictive
333,1,2.8818443804034583E-4,fictive
