k,nbk,pk,type
1,563,0.490418118466899,fictive
2,209,0.18205574912891986,fictive
3,91,0.07926829268292683,fictive
132,1,8.710801393728223E-4,fictive
4,63,0.054878048780487805,fictive
5,41,0.03571428571428571,fictive
6,26,0.02264808362369338,fictive
7,19,0.016550522648083623,fictive
8,12,0.010452961672473868,fictive
9,9,0.0078397212543554,fictive
10,12,0.010452961672473868,fictive
11,11,0.009581881533101045,fictive
12,9,0.0078397212543554,fictive
140,1,8.710801393728223E-4,fictive
13,6,0.005226480836236934,fictive
14,5,0.004355400696864111,fictive
15,3,0.002613240418118467,fictive
16,2,0.0017421602787456446,fictive
17,3,0.002613240418118467,fictive
18,3,0.002613240418118467,fictive
19,4,0.003484320557491289,fictive
20,2,0.0017421602787456446,fictive
149,1,8.710801393728223E-4,fictive
21,1,8.710801393728223E-4,fictive
22,1,8.710801393728223E-4,fictive
23,7,0.006097560975609756,fictive
24,2,0.0017421602787456446,fictive
25,5,0.004355400696864111,fictive
27,4,0.003484320557491289,fictive
28,1,8.710801393728223E-4,fictive
30,1,8.710801393728223E-4,fictive
31,1,8.710801393728223E-4,fictive
32,2,0.0017421602787456446,fictive
33,2,0.0017421602787456446,fictive
34,1,8.710801393728223E-4,fictive
35,1,8.710801393728223E-4,fictive
36,1,8.710801393728223E-4,fictive
37,2,0.0017421602787456446,fictive
38,1,8.710801393728223E-4,fictive
39,2,0.0017421602787456446,fictive
41,1,8.710801393728223E-4,fictive
43,1,8.710801393728223E-4,fictive
46,1,8.710801393728223E-4,fictive
47,1,8.710801393728223E-4,fictive
48,1,8.710801393728223E-4,fictive
58,1,8.710801393728223E-4,fictive
59,1,8.710801393728223E-4,fictive
62,1,8.710801393728223E-4,fictive
191,1,8.710801393728223E-4,fictive
66,1,8.710801393728223E-4,fictive
72,1,8.710801393728223E-4,fictive
79816,1,8.710801393728223E-4,fictive
465,1,8.710801393728223E-4,fictive
88,2,0.0017421602787456446,fictive
104,2,0.0017421602787456446,fictive
1,304,0.3438914027149321,real
16129,1,0.0011312217194570137,real
2,87,0.09841628959276018,real
3,40,0.04524886877828054,real
4,33,0.03733031674208145,real
1028,1,0.0011312217194570137,real
5,20,0.02262443438914027,real
6,24,0.027149321266968326,real
7,21,0.023755656108597284,real
3591,1,0.0011312217194570137,real
8,18,0.020361990950226245,real
9,13,0.014705882352941176,real
10,13,0.014705882352941176,real
11,13,0.014705882352941176,real
12,7,0.007918552036199095,real
13,9,0.010180995475113122,real
14,7,0.007918552036199095,real
15,5,0.005656108597285068,real
16,12,0.013574660633484163,real
17,12,0.013574660633484163,real
18,2,0.0022624434389140274,real
1042,1,0.0011312217194570137,real
19,6,0.006787330316742082,real
20,6,0.006787330316742082,real
21,4,0.004524886877828055,real
533,1,0.0011312217194570137,real
22,6,0.006787330316742082,real
279,1,0.0011312217194570137,real
23,5,0.005656108597285068,real
24,6,0.006787330316742082,real
25,3,0.003393665158371041,real
26,4,0.004524886877828055,real
27,4,0.004524886877828055,real
28,5,0.005656108597285068,real
29,2,0.0022624434389140274,real
30,3,0.003393665158371041,real
31,2,0.0022624434389140274,real
32,3,0.003393665158371041,real
33,1,0.0011312217194570137,real
34,2,0.0022624434389140274,real
290,1,0.0011312217194570137,real
35,5,0.005656108597285068,real
804,2,0.0022624434389140274,real
36,5,0.005656108597285068,real
37,5,0.005656108597285068,real
38,1,0.0011312217194570137,real
550,1,0.0011312217194570137,real
39,1,0.0011312217194570137,real
40,1,0.0011312217194570137,real
41,3,0.003393665158371041,real
6441,1,0.0011312217194570137,real
42,2,0.0022624434389140274,real
43,3,0.003393665158371041,real
299,1,0.0011312217194570137,real
44,1,0.0011312217194570137,real
45,1,0.0011312217194570137,real
46,2,0.0022624434389140274,real
47,3,0.003393665158371041,real
559,1,0.0011312217194570137,real
48,3,0.003393665158371041,real
817,1,0.0011312217194570137,real
50,1,0.0011312217194570137,real
51,6,0.006787330316742082,real
53,1,0.0011312217194570137,real
54,2,0.0022624434389140274,real
55,2,0.0022624434389140274,real
56,1,0.0011312217194570137,real
57,3,0.003393665158371041,real
570,1,0.0011312217194570137,real
5178,1,0.0011312217194570137,real
59,1,0.0011312217194570137,real
61,4,0.004524886877828055,real
2365,1,0.0011312217194570137,real
62,1,0.0011312217194570137,real
2110,1,0.0011312217194570137,real
63,1,0.0011312217194570137,real
320,1,0.0011312217194570137,real
66,2,0.0022624434389140274,real
67,3,0.003393665158371041,real
68,2,0.0022624434389140274,real
324,1,0.0011312217194570137,real
70,1,0.0011312217194570137,real
71,1,0.0011312217194570137,real
72,1,0.0011312217194570137,real
328,1,0.0011312217194570137,real
74,1,0.0011312217194570137,real
843,1,0.0011312217194570137,real
75,1,0.0011312217194570137,real
331,1,0.0011312217194570137,real
77,1,0.0011312217194570137,real
78,2,0.0022624434389140274,real
79,1,0.0011312217194570137,real
336,1,0.0011312217194570137,real
592,1,0.0011312217194570137,real
83,1,0.0011312217194570137,real
84,1,0.0011312217194570137,real
597,1,0.0011312217194570137,real
86,1,0.0011312217194570137,real
344,1,0.0011312217194570137,real
92,1,0.0011312217194570137,real
95,1,0.0011312217194570137,real
351,1,0.0011312217194570137,real
96,2,0.0022624434389140274,real
97,2,0.0022624434389140274,real
353,1,0.0011312217194570137,real
105,1,0.0011312217194570137,real
8811,1,0.0011312217194570137,real
109,1,0.0011312217194570137,real
110,1,0.0011312217194570137,real
111,1,0.0011312217194570137,real
112,1,0.0011312217194570137,real
369,1,0.0011312217194570137,real
117,1,0.0011312217194570137,real
120,1,0.0011312217194570137,real
2680,1,0.0011312217194570137,real
124,2,0.0022624434389140274,real
125,1,0.0011312217194570137,real
126,1,0.0011312217194570137,real
383,2,0.0022624434389140274,real
384,1,0.0011312217194570137,real
388,1,0.0011312217194570137,real
132,1,0.0011312217194570137,real
389,1,0.0011312217194570137,real
135,1,0.0011312217194570137,real
136,1,0.0011312217194570137,real
397,2,0.0022624434389140274,real
142,1,0.0011312217194570137,real
143,1,0.0011312217194570137,real
7824,1,0.0011312217194570137,real
146,1,0.0011312217194570137,real
149,2,0.0022624434389140274,real
151,1,0.0011312217194570137,real
157,2,0.0022624434389140274,real
158,1,0.0011312217194570137,real
6558,1,0.0011312217194570137,real
159,2,0.0022624434389140274,real
162,1,0.0011312217194570137,real
164,1,0.0011312217194570137,real
169,1,0.0011312217194570137,real
171,1,0.0011312217194570137,real
683,1,0.0011312217194570137,real
427,1,0.0011312217194570137,real
173,1,0.0011312217194570137,real
688,1,0.0011312217194570137,real
432,1,0.0011312217194570137,real
438,1,0.0011312217194570137,real
440,1,0.0011312217194570137,real
185,1,0.0011312217194570137,real
188,1,0.0011312217194570137,real
1218,1,0.0011312217194570137,real
962,1,0.0011312217194570137,real
200,1,0.0011312217194570137,real
715,1,0.0011312217194570137,real
459,1,0.0011312217194570137,real
462,1,0.0011312217194570137,real
3025,1,0.0011312217194570137,real
473,1,0.0011312217194570137,real
3550,1,0.0011312217194570137,real
225,1,0.0011312217194570137,real
230,1,0.0011312217194570137,real
231,1,0.0011312217194570137,real
1519,1,0.0011312217194570137,real
3826,1,0.0011312217194570137,real
1527,1,0.0011312217194570137,real
762,1,0.0011312217194570137,real
2810,1,0.0011312217194570137,real
252,1,0.0011312217194570137,real
510,1,0.0011312217194570137,real
