k,nbk,pk,type
1,6673,0.5077613757418962,fictive
2,2134,0.16238015522751484,fictive
3,1093,0.08316846750875057,fictive
4,694,0.05280779181250951,fictive
5,441,0.03355653629584538,fictive
6,325,0.024729873687414396,fictive
518,1,7.609191903819814E-5,fictive
7,218,0.016588038350327194,fictive
8,180,0.013696545426875666,fictive
9,134,0.010196317151118552,fictive
10,134,0.010196317151118552,fictive
11,91,0.006924364632476031,fictive
12,79,0.006011261604017653,fictive
13,86,0.0065439050372850405,fictive
14,46,0.0035002282757571144,fictive
15,53,0.004032871709024502,fictive
16,53,0.004032871709024502,fictive
17,60,0.004565515142291888,fictive
18,29,0.0022066656521077463,fictive
1042,1,7.609191903819814E-5,fictive
19,30,0.002282757571145944,fictive
20,21,0.001597930299802161,fictive
21,19,0.0014457464617257648,fictive
22,36,0.0027393090853751333,fictive
23,25,0.0019022979759549536,fictive
24,17,0.0012935626236493685,fictive
25,26,0.0019783898949931517,fictive
26,17,0.0012935626236493685,fictive
27,21,0.001597930299802161,fictive
28,15,0.001141378785572972,fictive
29,8,6.087353523055851E-4,fictive
30,14,0.001065286866534774,fictive
31,7,5.32643433267387E-4,fictive
32,13,9.891949474965759E-4,fictive
33,9,6.848272713437833E-4,fictive
34,13,9.891949474965759E-4,fictive
35,6,4.565515142291889E-4,fictive
36,13,9.891949474965759E-4,fictive
37,7,5.32643433267387E-4,fictive
38,6,4.565515142291889E-4,fictive
39,7,5.32643433267387E-4,fictive
40,5,3.804595951909907E-4,fictive
3112,1,7.609191903819814E-5,fictive
41,8,6.087353523055851E-4,fictive
42,10,7.609191903819814E-4,fictive
43,6,4.565515142291889E-4,fictive
44,5,3.804595951909907E-4,fictive
45,4,3.0436767615279255E-4,fictive
46,2,1.5218383807639628E-4,fictive
47,8,6.087353523055851E-4,fictive
48,6,4.565515142291889E-4,fictive
49,2,1.5218383807639628E-4,fictive
50,3,2.2827575711459444E-4,fictive
51,5,3.804595951909907E-4,fictive
52,4,3.0436767615279255E-4,fictive
53,4,3.0436767615279255E-4,fictive
54,4,3.0436767615279255E-4,fictive
55,3,2.2827575711459444E-4,fictive
56,4,3.0436767615279255E-4,fictive
57,2,1.5218383807639628E-4,fictive
58,7,5.32643433267387E-4,fictive
59,1,7.609191903819814E-5,fictive
60,1,7.609191903819814E-5,fictive
61,3,2.2827575711459444E-4,fictive
62,4,3.0436767615279255E-4,fictive
63,2,1.5218383807639628E-4,fictive
65,2,1.5218383807639628E-4,fictive
66,1,7.609191903819814E-5,fictive
67,5,3.804595951909907E-4,fictive
579,1,7.609191903819814E-5,fictive
1091,1,7.609191903819814E-5,fictive
68,4,3.0436767615279255E-4,fictive
69,1,7.609191903819814E-5,fictive
71,3,2.2827575711459444E-4,fictive
72,3,2.2827575711459444E-4,fictive
73,2,1.5218383807639628E-4,fictive
74,4,3.0436767615279255E-4,fictive
75,2,1.5218383807639628E-4,fictive
76,2,1.5218383807639628E-4,fictive
77,1,7.609191903819814E-5,fictive
78,2,1.5218383807639628E-4,fictive
79,1,7.609191903819814E-5,fictive
80,5,3.804595951909907E-4,fictive
81,2,1.5218383807639628E-4,fictive
82,1,7.609191903819814E-5,fictive
83,2,1.5218383807639628E-4,fictive
85,3,2.2827575711459444E-4,fictive
86,2,1.5218383807639628E-4,fictive
87,2,1.5218383807639628E-4,fictive
89,3,2.2827575711459444E-4,fictive
1625,1,7.609191903819814E-5,fictive
90,1,7.609191903819814E-5,fictive
92,4,3.0436767615279255E-4,fictive
94,1,7.609191903819814E-5,fictive
96,1,7.609191903819814E-5,fictive
97,3,2.2827575711459444E-4,fictive
100,2,1.5218383807639628E-4,fictive
101,1,7.609191903819814E-5,fictive
102,1,7.609191903819814E-5,fictive
103,1,7.609191903819814E-5,fictive
104,2,1.5218383807639628E-4,fictive
105,2,1.5218383807639628E-4,fictive
106,1,7.609191903819814E-5,fictive
107,1,7.609191903819814E-5,fictive
108,1,7.609191903819814E-5,fictive
109,2,1.5218383807639628E-4,fictive
111,1,7.609191903819814E-5,fictive
2160,1,7.609191903819814E-5,fictive
113,3,2.2827575711459444E-4,fictive
114,1,7.609191903819814E-5,fictive
115,2,1.5218383807639628E-4,fictive
117,1,7.609191903819814E-5,fictive
118,1,7.609191903819814E-5,fictive
122,1,7.609191903819814E-5,fictive
124,1,7.609191903819814E-5,fictive
126,1,7.609191903819814E-5,fictive
127,2,1.5218383807639628E-4,fictive
128,1,7.609191903819814E-5,fictive
129,1,7.609191903819814E-5,fictive
130,2,1.5218383807639628E-4,fictive
131,1,7.609191903819814E-5,fictive
1155,1,7.609191903819814E-5,fictive
133,1,7.609191903819814E-5,fictive
134,2,1.5218383807639628E-4,fictive
136,1,7.609191903819814E-5,fictive
137,1,7.609191903819814E-5,fictive
139,2,1.5218383807639628E-4,fictive
142,2,1.5218383807639628E-4,fictive
145,1,7.609191903819814E-5,fictive
657,1,7.609191903819814E-5,fictive
147,1,7.609191903819814E-5,fictive
149,1,7.609191903819814E-5,fictive
150,1,7.609191903819814E-5,fictive
151,1,7.609191903819814E-5,fictive
152,2,1.5218383807639628E-4,fictive
153,1,7.609191903819814E-5,fictive
676,1,7.609191903819814E-5,fictive
1190,1,7.609191903819814E-5,fictive
168,1,7.609191903819814E-5,fictive
172,1,7.609191903819814E-5,fictive
173,1,7.609191903819814E-5,fictive
174,1,7.609191903819814E-5,fictive
176,1,7.609191903819814E-5,fictive
2225,1,7.609191903819814E-5,fictive
689,1,7.609191903819814E-5,fictive
178,1,7.609191903819814E-5,fictive
179,1,7.609191903819814E-5,fictive
184,1,7.609191903819814E-5,fictive
185,1,7.609191903819814E-5,fictive
192,1,7.609191903819814E-5,fictive
193,1,7.609191903819814E-5,fictive
196,2,1.5218383807639628E-4,fictive
203,1,7.609191903819814E-5,fictive
205,1,7.609191903819814E-5,fictive
207,1,7.609191903819814E-5,fictive
1749,1,7.609191903819814E-5,fictive
729,1,7.609191903819814E-5,fictive
218,1,7.609191903819814E-5,fictive
219,1,7.609191903819814E-5,fictive
230,1,7.609191903819814E-5,fictive
231,1,7.609191903819814E-5,fictive
233,1,7.609191903819814E-5,fictive
238,1,7.609191903819814E-5,fictive
245,1,7.609191903819814E-5,fictive
248,1,7.609191903819814E-5,fictive
250,1,7.609191903819814E-5,fictive
251,2,1.5218383807639628E-4,fictive
