k,nbk,pk,type
1,1912,0.5055526176626124,fictive
2,622,0.1644632469592808,fictive
3,324,0.08566895822316235,fictive
4,198,0.0523532522474881,fictive
5,121,0.03199365415124273,fictive
6,90,0.023796932839767318,fictive
7,72,0.019037546271813855,fictive
8,48,0.01269169751454257,fictive
9,34,0.008989952406134321,fictive
10,29,0.007667900581702803,fictive
11,33,0.008725542041248016,fictive
12,24,0.006345848757271285,fictive
13,17,0.004494976203067161,fictive
14,19,0.005023796932839768,fictive
15,15,0.003966155473294554,fictive
16,12,0.0031729243786356425,fictive
17,15,0.003966155473294554,fictive
18,13,0.003437334743521946,fictive
19,7,0.0018508725542041248,fictive
20,5,0.0013220518244315177,fictive
21,14,0.0037017451084082496,fictive
22,3,7.932310946589106E-4,fictive
1302,1,2.6441036488630354E-4,fictive
23,7,0.0018508725542041248,fictive
24,8,0.0021152829190904283,fictive
25,5,0.0013220518244315177,fictive
281,1,2.6441036488630354E-4,fictive
26,9,0.002379693283976732,fictive
27,3,7.932310946589106E-4,fictive
28,7,0.0018508725542041248,fictive
29,4,0.0010576414595452142,fictive
30,3,7.932310946589106E-4,fictive
31,3,7.932310946589106E-4,fictive
32,4,0.0010576414595452142,fictive
288,1,2.6441036488630354E-4,fictive
33,5,0.0013220518244315177,fictive
34,2,5.288207297726071E-4,fictive
36,3,7.932310946589106E-4,fictive
37,2,5.288207297726071E-4,fictive
38,2,5.288207297726071E-4,fictive
39,3,7.932310946589106E-4,fictive
40,5,0.0013220518244315177,fictive
41,1,2.6441036488630354E-4,fictive
42,1,2.6441036488630354E-4,fictive
43,3,7.932310946589106E-4,fictive
45,1,2.6441036488630354E-4,fictive
46,2,5.288207297726071E-4,fictive
47,3,7.932310946589106E-4,fictive
48,1,2.6441036488630354E-4,fictive
49,1,2.6441036488630354E-4,fictive
50,2,5.288207297726071E-4,fictive
51,1,2.6441036488630354E-4,fictive
55,2,5.288207297726071E-4,fictive
58,2,5.288207297726071E-4,fictive
59,1,2.6441036488630354E-4,fictive
60,1,2.6441036488630354E-4,fictive
61,1,2.6441036488630354E-4,fictive
62,2,5.288207297726071E-4,fictive
64,2,5.288207297726071E-4,fictive
65,1,2.6441036488630354E-4,fictive
66,1,2.6441036488630354E-4,fictive
68,1,2.6441036488630354E-4,fictive
69,2,5.288207297726071E-4,fictive
70,1,2.6441036488630354E-4,fictive
71,1,2.6441036488630354E-4,fictive
74,2,5.288207297726071E-4,fictive
75,1,2.6441036488630354E-4,fictive
76,1,2.6441036488630354E-4,fictive
77,1,2.6441036488630354E-4,fictive
590,1,2.6441036488630354E-4,fictive
79,1,2.6441036488630354E-4,fictive
81,1,2.6441036488630354E-4,fictive
83,3,7.932310946589106E-4,fictive
85,1,2.6441036488630354E-4,fictive
87,1,2.6441036488630354E-4,fictive
92,2,5.288207297726071E-4,fictive
95,1,2.6441036488630354E-4,fictive
96,1,2.6441036488630354E-4,fictive
110,1,2.6441036488630354E-4,fictive
368,1,2.6441036488630354E-4,fictive
117,1,2.6441036488630354E-4,fictive
120,2,5.288207297726071E-4,fictive
377,1,2.6441036488630354E-4,fictive
123,1,2.6441036488630354E-4,fictive
127,1,2.6441036488630354E-4,fictive
132,1,2.6441036488630354E-4,fictive
137,1,2.6441036488630354E-4,fictive
146,1,2.6441036488630354E-4,fictive
402,1,2.6441036488630354E-4,fictive
151,1,2.6441036488630354E-4,fictive
153,1,2.6441036488630354E-4,fictive
155,1,2.6441036488630354E-4,fictive
158,1,2.6441036488630354E-4,fictive
163,1,2.6441036488630354E-4,fictive
174,1,2.6441036488630354E-4,fictive
440,1,2.6441036488630354E-4,fictive
186,1,2.6441036488630354E-4,fictive
960,1,2.6441036488630354E-4,fictive
214,1,2.6441036488630354E-4,fictive
286694,1,2.6441036488630354E-4,fictive
4338,1,2.6441036488630354E-4,fictive
255,2,5.288207297726071E-4,fictive
1,678,0.46629986244841815,real
2,169,0.11623108665749655,real
3,102,0.07015130674002751,real
4,55,0.03782668500687758,real
260,1,6.87757909215956E-4,real
5,43,0.029573590096286108,real
261,1,6.87757909215956E-4,real
6,30,0.02063273727647868,real
7,29,0.019944979367262722,real
263,1,6.87757909215956E-4,real
8,19,0.013067400275103164,real
12296,1,6.87757909215956E-4,real
9,16,0.011004126547455296,real
265,1,6.87757909215956E-4,real
2313,1,6.87757909215956E-4,real
10,14,0.009628610729023384,real
11,10,0.0068775790921595595,real
12,17,0.011691884456671253,real
13,11,0.007565337001375516,real
95244,1,6.87757909215956E-4,real
14,8,0.005502063273727648,real
15,7,0.004814305364511692,real
16,7,0.004814305364511692,real
17,9,0.006189821182943604,real
273,1,6.87757909215956E-4,real
18,8,0.005502063273727648,real
19,5,0.0034387895460797797,real
20,7,0.004814305364511692,real
21,8,0.005502063273727648,real
22,2,0.001375515818431912,real
23,4,0.002751031636863824,real
24,5,0.0034387895460797797,real
25,4,0.002751031636863824,real
26,2,0.001375515818431912,real
27,2,0.001375515818431912,real
28,3,0.0020632737276478678,real
29,4,0.002751031636863824,real
285,1,6.87757909215956E-4,real
30,3,0.0020632737276478678,real
32,3,0.0020632737276478678,real
3104,1,6.87757909215956E-4,real
33,5,0.0034387895460797797,real
34,1,6.87757909215956E-4,real
35,2,0.001375515818431912,real
36,3,0.0020632737276478678,real
75556,1,6.87757909215956E-4,real
38,2,0.001375515818431912,real
550,1,6.87757909215956E-4,real
39,3,0.0020632737276478678,real
40,2,0.001375515818431912,real
41,3,0.0020632737276478678,real
553,1,6.87757909215956E-4,real
