k,nbk,pk,type
256,1,2.963841138114997E-4,fictive
1,1726,0.5115589804386484,fictive
2,547,0.16212211025489034,fictive
3,278,0.08239478363959692,fictive
4,151,0.044754001185536456,fictive
5,126,0.03734439834024896,fictive
6,75,0.02222880853586248,fictive
7,69,0.02045050385299348,fictive
135,1,2.963841138114997E-4,fictive
8,53,0.015708358032009484,fictive
9,25,0.007409602845287492,fictive
137,1,2.963841138114997E-4,fictive
10,33,0.00978067575577949,fictive
11,27,0.008002371072910491,fictive
12,18,0.005334914048606995,fictive
13,24,0.007113218731475993,fictive
14,18,0.005334914048606995,fictive
270,1,2.963841138114997E-4,fictive
15,14,0.004149377593360996,fictive
16,8,0.0023710729104919974,fictive
17,14,0.004149377593360996,fictive
273,1,2.963841138114997E-4,fictive
18,7,0.002074688796680498,fictive
19,6,0.0017783046828689982,fictive
148,2,5.927682276229994E-4,fictive
20,4,0.0011855364552459987,fictive
21,4,0.0011855364552459987,fictive
22,2,5.927682276229994E-4,fictive
23,3,8.891523414344991E-4,fictive
24,5,0.0014819205690574985,fictive
25,2,5.927682276229994E-4,fictive
26,6,0.0017783046828689982,fictive
794,1,2.963841138114997E-4,fictive
27,2,5.927682276229994E-4,fictive
28,11,0.003260225251926497,fictive
29,4,0.0011855364552459987,fictive
30,4,0.0011855364552459987,fictive
31,2,5.927682276229994E-4,fictive
159,1,2.963841138114997E-4,fictive
32,2,5.927682276229994E-4,fictive
33,5,0.0014819205690574985,fictive
34,3,8.891523414344991E-4,fictive
35,2,5.927682276229994E-4,fictive
419,1,2.963841138114997E-4,fictive
36,2,5.927682276229994E-4,fictive
37,5,0.0014819205690574985,fictive
677,1,2.963841138114997E-4,fictive
38,6,0.0017783046828689982,fictive
39,3,8.891523414344991E-4,fictive
40,1,2.963841138114997E-4,fictive
41,2,5.927682276229994E-4,fictive
42,5,0.0014819205690574985,fictive
43,3,8.891523414344991E-4,fictive
305583,1,2.963841138114997E-4,fictive
44,1,2.963841138114997E-4,fictive
45,3,8.891523414344991E-4,fictive
46,4,0.0011855364552459987,fictive
175,1,2.963841138114997E-4,fictive
48,1,2.963841138114997E-4,fictive
49,2,5.927682276229994E-4,fictive
178,1,2.963841138114997E-4,fictive
50,2,5.927682276229994E-4,fictive
51,1,2.963841138114997E-4,fictive
52,2,5.927682276229994E-4,fictive
54,1,2.963841138114997E-4,fictive
55,3,8.891523414344991E-4,fictive
56,2,5.927682276229994E-4,fictive
185,1,2.963841138114997E-4,fictive
57,1,2.963841138114997E-4,fictive
58,2,5.927682276229994E-4,fictive
60,1,2.963841138114997E-4,fictive
61,1,2.963841138114997E-4,fictive
190,2,5.927682276229994E-4,fictive
65,1,2.963841138114997E-4,fictive
67,1,2.963841138114997E-4,fictive
68,1,2.963841138114997E-4,fictive
198,1,2.963841138114997E-4,fictive
70,1,2.963841138114997E-4,fictive
73,1,2.963841138114997E-4,fictive
74,1,2.963841138114997E-4,fictive
75,2,5.927682276229994E-4,fictive
76,1,2.963841138114997E-4,fictive
77,1,2.963841138114997E-4,fictive
85,1,2.963841138114997E-4,fictive
88,2,5.927682276229994E-4,fictive
89,1,2.963841138114997E-4,fictive
99,1,2.963841138114997E-4,fictive
100,1,2.963841138114997E-4,fictive
106,1,2.963841138114997E-4,fictive
491,1,2.963841138114997E-4,fictive
109,1,2.963841138114997E-4,fictive
240,1,2.963841138114997E-4,fictive
757,1,2.963841138114997E-4,fictive
375,1,2.963841138114997E-4,fictive
1,275,0.30120481927710846,real
2,134,0.14676889375684557,real
3,46,0.050383351588170866,real
4,49,0.05366922234392114,real
5,27,0.029572836801752465,real
261,1,0.001095290251916758,real
6,13,0.014238773274917854,real
7,16,0.017524644030668127,real
8,16,0.017524644030668127,real
10504,1,0.001095290251916758,real
9,12,0.013143483023001095,real
10,5,0.00547645125958379,real
11,8,0.008762322015334063,real
