property,d-statistics
P110,0.16823899371069181
P65,0.12185159972770593
P509,0.16380952380952382
P149,0.18831168831168832
P2079,0.1669024045261669
P103,0.26509803921568625
P6379,0.18043829909814088
P2094,0.22043081802563763
P140,0.1448529411764706
P102,0.05668942178656865
P170,0.020506103338721365
