property,d-statistics
P110,0.1438041815400306
P65,0.09380530973451327
P509,0.10931034482758621
P149,0.07962806424344886
P2079,0.09176470588235294
P103,0.15844491425886775
P6379,0.1015874839623906
P2094,0.08493300519551544
P140,0.1564904386951631
P102,0.05408408752434414
P170,0.04703922071263778
