k,nbk,pk,type
1,1772,0.51377210785735,fictive
2,577,0.1672948680777037,fictive
3,282,0.08176282980574079,fictive
4,169,0.048999710060887214,fictive
5,112,0.032473180632067264,fictive
6,60,0.017396346767178893,fictive
7,61,0.017686285879965208,fictive
8,34,0.009857929834734706,fictive
9,31,0.008988112496375761,fictive
10,36,0.010437808060307335,fictive
11,21,0.006088721368512612,fictive
12,17,0.004928964917367353,fictive
13,14,0.004059147579008408,fictive
14,21,0.006088721368512612,fictive
17423,1,2.8993911278631486E-4,fictive
15,9,0.002609452015076834,fictive
16,10,0.0028993911278631487,fictive
17,12,0.0034792693534357786,fictive
18,8,0.002319512902290519,fictive
274,1,2.8993911278631486E-4,fictive
19,9,0.002609452015076834,fictive
20,9,0.002609452015076834,fictive
6932,1,2.8993911278631486E-4,fictive
21,5,0.0014496955639315744,fictive
26133,1,2.8993911278631486E-4,fictive
22,6,0.0017396346767178893,fictive
23,5,0.0014496955639315744,fictive
24,8,0.002319512902290519,fictive
25,2,5.798782255726297E-4,fictive
26,5,0.0014496955639315744,fictive
27,6,0.0017396346767178893,fictive
9243,1,2.8993911278631486E-4,fictive
28,7,0.002029573789504204,fictive
29,8,0.002319512902290519,fictive
30,2,5.798782255726297E-4,fictive
31,5,0.0014496955639315744,fictive
33,3,8.698173383589446E-4,fictive
34,5,0.0014496955639315744,fictive
35,2,5.798782255726297E-4,fictive
36,3,8.698173383589446E-4,fictive
37,1,2.8993911278631486E-4,fictive
38,2,5.798782255726297E-4,fictive
39,5,0.0014496955639315744,fictive
24616,1,2.8993911278631486E-4,fictive
1064,1,2.8993911278631486E-4,fictive
41,2,5.798782255726297E-4,fictive
554,1,2.8993911278631486E-4,fictive
42,3,8.698173383589446E-4,fictive
44,2,5.798782255726297E-4,fictive
45,1,2.8993911278631486E-4,fictive
5677,1,2.8993911278631486E-4,fictive
47,1,2.8993911278631486E-4,fictive
48,4,0.0011597564511452595,fictive
49,2,5.798782255726297E-4,fictive
53,2,5.798782255726297E-4,fictive
54,1,2.8993911278631486E-4,fictive
55,4,0.0011597564511452595,fictive
56,1,2.8993911278631486E-4,fictive
57,1,2.8993911278631486E-4,fictive
5945,1,2.8993911278631486E-4,fictive
9530,1,2.8993911278631486E-4,fictive
59,1,2.8993911278631486E-4,fictive
60,1,2.8993911278631486E-4,fictive
61,2,5.798782255726297E-4,fictive
62,3,8.698173383589446E-4,fictive
63,1,2.8993911278631486E-4,fictive
65,3,8.698173383589446E-4,fictive
38211,1,2.8993911278631486E-4,fictive
67,2,5.798782255726297E-4,fictive
69,1,2.8993911278631486E-4,fictive
70,1,2.8993911278631486E-4,fictive
1351,1,2.8993911278631486E-4,fictive
72,1,2.8993911278631486E-4,fictive
73,1,2.8993911278631486E-4,fictive
329,1,2.8993911278631486E-4,fictive
74,1,2.8993911278631486E-4,fictive
331,1,2.8993911278631486E-4,fictive
75,1,2.8993911278631486E-4,fictive
76,1,2.8993911278631486E-4,fictive
77,1,2.8993911278631486E-4,fictive
592,1,2.8993911278631486E-4,fictive
81,1,2.8993911278631486E-4,fictive
33362,1,2.8993911278631486E-4,fictive
83,1,2.8993911278631486E-4,fictive
85,1,2.8993911278631486E-4,fictive
87,2,5.798782255726297E-4,fictive
89,2,5.798782255726297E-4,fictive
93,1,2.8993911278631486E-4,fictive
97,1,2.8993911278631486E-4,fictive
98,1,2.8993911278631486E-4,fictive
99,1,2.8993911278631486E-4,fictive
106,1,2.8993911278631486E-4,fictive
7018,1,2.8993911278631486E-4,fictive
109,1,2.8993911278631486E-4,fictive
112,1,2.8993911278631486E-4,fictive
115,1,2.8993911278631486E-4,fictive
371,1,2.8993911278631486E-4,fictive
6263,1,2.8993911278631486E-4,fictive
123,2,5.798782255726297E-4,fictive
134,1,2.8993911278631486E-4,fictive
135,2,5.798782255726297E-4,fictive
143,1,2.8993911278631486E-4,fictive
2707,1,2.8993911278631486E-4,fictive
155,1,2.8993911278631486E-4,fictive
3995,1,2.8993911278631486E-4,fictive
159,1,2.8993911278631486E-4,fictive
162,1,2.8993911278631486E-4,fictive
172,1,2.8993911278631486E-4,fictive
177,1,2.8993911278631486E-4,fictive
26037,1,2.8993911278631486E-4,fictive
447,1,2.8993911278631486E-4,fictive
193,1,2.8993911278631486E-4,fictive
12740,1,2.8993911278631486E-4,fictive
4550,1,2.8993911278631486E-4,fictive
971,1,2.8993911278631486E-4,fictive
733,1,2.8993911278631486E-4,fictive
224,1,2.8993911278631486E-4,fictive
753,1,2.8993911278631486E-4,fictive
