k,nbk,pk,type
1,598,0.5054945054945055,fictive
2,208,0.17582417582417584,fictive
3,92,0.07776838546069316,fictive
4,62,0.052409129332206254,fictive
5,40,0.0338123415046492,fictive
6,22,0.018596787827557058,fictive
134,1,8.453085376162299E-4,fictive
2566,1,8.453085376162299E-4,fictive
7,15,0.01267962806424345,fictive
8,11,0.009298393913778529,fictive
9,8,0.006762468300929839,fictive
10,12,0.01014370245139476,fictive
11,4,0.0033812341504649195,fictive
12,8,0.006762468300929839,fictive
13,6,0.00507185122569738,fictive
3213,1,8.453085376162299E-4,fictive
14,8,0.006762468300929839,fictive
15,2,0.0016906170752324597,fictive
16,2,0.0016906170752324597,fictive
17,5,0.00422654268808115,fictive
18,4,0.0033812341504649195,fictive
19,3,0.00253592561284869,fictive
20,5,0.00422654268808115,fictive
21,3,0.00253592561284869,fictive
22,2,0.0016906170752324597,fictive
23,1,8.453085376162299E-4,fictive
24,1,8.453085376162299E-4,fictive
25,2,0.0016906170752324597,fictive
26,1,8.453085376162299E-4,fictive
27,3,0.00253592561284869,fictive
28,2,0.0016906170752324597,fictive
1308,1,8.453085376162299E-4,fictive
29,1,8.453085376162299E-4,fictive
30,2,0.0016906170752324597,fictive
32,1,8.453085376162299E-4,fictive
417,1,8.453085376162299E-4,fictive
33,1,8.453085376162299E-4,fictive
35,2,0.0016906170752324597,fictive
931,1,8.453085376162299E-4,fictive
36,1,8.453085376162299E-4,fictive
37,1,8.453085376162299E-4,fictive
38,1,8.453085376162299E-4,fictive
40,1,8.453085376162299E-4,fictive
41,2,0.0016906170752324597,fictive
42,1,8.453085376162299E-4,fictive
43,3,0.00253592561284869,fictive
45,1,8.453085376162299E-4,fictive
47,1,8.453085376162299E-4,fictive
49,1,8.453085376162299E-4,fictive
177,1,8.453085376162299E-4,fictive
17841,1,8.453085376162299E-4,fictive
3636,1,8.453085376162299E-4,fictive
182,1,8.453085376162299E-4,fictive
54,1,8.453085376162299E-4,fictive
1721,1,8.453085376162299E-4,fictive
5952,1,8.453085376162299E-4,fictive
4160,1,8.453085376162299E-4,fictive
197,1,8.453085376162299E-4,fictive
8774,1,8.453085376162299E-4,fictive
72,2,0.0016906170752324597,fictive
200,1,8.453085376162299E-4,fictive
1738,1,8.453085376162299E-4,fictive
78,1,8.453085376162299E-4,fictive
80,1,8.453085376162299E-4,fictive
81,1,8.453085376162299E-4,fictive
85,1,8.453085376162299E-4,fictive
477,1,8.453085376162299E-4,fictive
99,1,8.453085376162299E-4,fictive
1511,1,8.453085376162299E-4,fictive
362,1,8.453085376162299E-4,fictive
3434,1,8.453085376162299E-4,fictive
111,1,8.453085376162299E-4,fictive
3314,1,8.453085376162299E-4,fictive
122,1,8.453085376162299E-4,fictive
10876,1,8.453085376162299E-4,fictive
256,1,0.0010319917440660474,real
1,534,0.5510835913312694,real
2,119,0.12280701754385964,real
514,1,0.0010319917440660474,real
2562,1,0.0010319917440660474,real
3,50,0.05159958720330237,real
4,39,0.04024767801857585,real
5,20,0.02063983488132095,real
6,17,0.017543859649122806,real
7,20,0.02063983488132095,real
8,9,0.009287925696594427,real
9,7,0.007223942208462332,real
1801,1,0.0010319917440660474,real
10,9,0.009287925696594427,real
11,7,0.007223942208462332,real
12,4,0.0041279669762641896,real
13,4,0.0041279669762641896,real
14,5,0.005159958720330237,real
15,8,0.008255933952528379,real
16,4,0.0041279669762641896,real
17,4,0.0041279669762641896,real
18,2,0.0020639834881320948,real
19,2,0.0020639834881320948,real
20,1,0.0010319917440660474,real
21,5,0.005159958720330237,real
23,2,0.0020639834881320948,real
24,3,0.0030959752321981426,real
26,2,0.0020639834881320948,real
27,2,0.0020639834881320948,real
29,2,0.0020639834881320948,real
30,1,0.0010319917440660474,real
31,2,0.0020639834881320948,real
32,1,0.0010319917440660474,real
35,1,0.0010319917440660474,real
36,3,0.0030959752321981426,real
2084,1,0.0010319917440660474,real
37,3,0.0030959752321981426,real
39,1,0.0010319917440660474,real
40,1,0.0010319917440660474,real
1064,1,0.0010319917440660474,real
1578,1,0.0010319917440660474,real
43,2,0.0020639834881320948,real
46,2,0.0020639834881320948,real
48,1,0.0010319917440660474,real
49,3,0.0030959752321981426,real
50,1,0.0010319917440660474,real
51,1,0.0010319917440660474,real
53,1,0.0010319917440660474,real
310,1,0.0010319917440660474,real
54,1,0.0010319917440660474,real
55,3,0.0030959752321981426,real
18743,1,0.0010319917440660474,real
1595,1,0.0010319917440660474,real
69,1,0.0010319917440660474,real
71,2,0.0020639834881320948,real
72,1,0.0010319917440660474,real
74,1,0.0010319917440660474,real
76,1,0.0010319917440660474,real
1358,1,0.0010319917440660474,real
81,1,0.0010319917440660474,real
84,1,0.0010319917440660474,real
86,1,0.0010319917440660474,real
89,1,0.0010319917440660474,real
21593,1,0.0010319917440660474,real
92,1,0.0010319917440660474,real
