k,nbk,pk,type
896,1,8.025682182985554E-4,fictive
1,633,0.5080256821829856,fictive
2,211,0.16934189406099517,fictive
3,92,0.0738362760834671,fictive
4,50,0.04012841091492777,fictive
5,29,0.023274478330658106,fictive
2821,1,8.025682182985554E-4,fictive
6,25,0.020064205457463884,fictive
7,22,0.01765650080256822,fictive
8,15,0.012038523274478331,fictive
9,8,0.006420545746388443,fictive
10,11,0.00882825040128411,fictive
11,13,0.01043338683788122,fictive
12,7,0.0056179775280898875,fictive
1420,1,8.025682182985554E-4,fictive
13,9,0.0072231139646869984,fictive
14,10,0.008025682182985553,fictive
4750,1,8.025682182985554E-4,fictive
142,1,8.025682182985554E-4,fictive
2446,1,8.025682182985554E-4,fictive
15,9,0.0072231139646869984,fictive
16,3,0.002407704654895666,fictive
17,4,0.0032102728731942215,fictive
145,1,8.025682182985554E-4,fictive
18,5,0.0040128410914927765,fictive
19,3,0.002407704654895666,fictive
20,2,0.0016051364365971107,fictive
21,4,0.0032102728731942215,fictive
917,1,8.025682182985554E-4,fictive
22,2,0.0016051364365971107,fictive
23,3,0.002407704654895666,fictive
24,1,8.025682182985554E-4,fictive
25,4,0.0032102728731942215,fictive
26,1,8.025682182985554E-4,fictive
154,1,8.025682182985554E-4,fictive
27,4,0.0032102728731942215,fictive
28,3,0.002407704654895666,fictive
30,1,8.025682182985554E-4,fictive
31,4,0.0032102728731942215,fictive
34,2,0.0016051364365971107,fictive
35,1,8.025682182985554E-4,fictive
2214,1,8.025682182985554E-4,fictive
38,1,8.025682182985554E-4,fictive
39,2,0.0016051364365971107,fictive
40,1,8.025682182985554E-4,fictive
41,2,0.0016051364365971107,fictive
682,1,8.025682182985554E-4,fictive
44,1,8.025682182985554E-4,fictive
1069,1,8.025682182985554E-4,fictive
46,1,8.025682182985554E-4,fictive
49,1,8.025682182985554E-4,fictive
1970,1,8.025682182985554E-4,fictive
50,1,8.025682182985554E-4,fictive
51,2,0.0016051364365971107,fictive
60,1,8.025682182985554E-4,fictive
4925,1,8.025682182985554E-4,fictive
62,2,0.0016051364365971107,fictive
1599,1,8.025682182985554E-4,fictive
447,1,8.025682182985554E-4,fictive
64,1,8.025682182985554E-4,fictive
448,1,8.025682182985554E-4,fictive
10053,1,8.025682182985554E-4,fictive
72,1,8.025682182985554E-4,fictive
201,1,8.025682182985554E-4,fictive
80,1,8.025682182985554E-4,fictive
82,1,8.025682182985554E-4,fictive
84,1,8.025682182985554E-4,fictive
214,1,8.025682182985554E-4,fictive
86,1,8.025682182985554E-4,fictive
3289,1,8.025682182985554E-4,fictive
93,1,8.025682182985554E-4,fictive
1373,1,8.025682182985554E-4,fictive
96,1,8.025682182985554E-4,fictive
98,1,8.025682182985554E-4,fictive
866,1,8.025682182985554E-4,fictive
108,1,8.025682182985554E-4,fictive
366,1,8.025682182985554E-4,fictive
367,1,8.025682182985554E-4,fictive
4463,1,8.025682182985554E-4,fictive
9330,1,8.025682182985554E-4,fictive
5363,1,8.025682182985554E-4,fictive
3194,1,8.025682182985554E-4,fictive
1917,1,8.025682182985554E-4,fictive
1,309,0.34641255605381166,real
513,1,0.0011210762331838565,real
2,88,0.09865470852017937,real
3,39,0.043721973094170405,real
4,35,0.03923766816143498,real
1028,1,0.0011210762331838565,real
5,21,0.023542600896860985,real
2821,1,0.0011210762331838565,real
6,23,0.0257847533632287,real
7,22,0.02466367713004484,real
8,17,0.01905829596412556,real
9,13,0.014573991031390135,real
265,1,0.0011210762331838565,real
10,13,0.014573991031390135,real
11,14,0.01569506726457399,real
12,7,0.007847533632286996,real
13,7,0.007847533632286996,real
14,9,0.010089686098654708,real
15,4,0.004484304932735426,real
16,12,0.013452914798206279,real
17,12,0.013452914798206279,real
3601,1,0.0011210762331838565,real
18,2,0.002242152466367713,real
19,7,0.007847533632286996,real
20,6,0.006726457399103139,real
21,4,0.004484304932735426,real
22,5,0.005605381165919282,real
23,6,0.006726457399103139,real
24,6,0.006726457399103139,real
536,1,0.0011210762331838565,real
1048,1,0.0011210762331838565,real
25,2,0.002242152466367713,real
281,1,0.0011210762331838565,real
26,5,0.005605381165919282,real
27,4,0.004484304932735426,real
28,4,0.004484304932735426,real
29,1,0.0011210762331838565,real
30,3,0.0033632286995515697,real
31,3,0.0033632286995515697,real
32,4,0.004484304932735426,real
33,1,0.0011210762331838565,real
34,2,0.002242152466367713,real
35,5,0.005605381165919282,real
36,5,0.005605381165919282,real
804,1,0.0011210762331838565,real
37,4,0.004484304932735426,real
38,2,0.002242152466367713,real
806,1,0.0011210762331838565,real
295,1,0.0011210762331838565,real
39,1,0.0011210762331838565,real
40,1,0.0011210762331838565,real
41,4,0.004484304932735426,real
42,1,0.0011210762331838565,real
43,3,0.0033632286995515697,real
299,1,0.0011210762331838565,real
44,1,0.0011210762331838565,real
556,1,0.0011210762331838565,real
45,1,0.0011210762331838565,real
46,2,0.002242152466367713,real
47,3,0.0033632286995515697,real
48,3,0.0033632286995515697,real
561,1,0.0011210762331838565,real
6449,1,0.0011210762331838565,real
50,1,0.0011210762331838565,real
51,6,0.006726457399103139,real
54,3,0.0033632286995515697,real
55,2,0.002242152466367713,real
56,1,0.0011210762331838565,real
57,1,0.0011210762331838565,real
826,1,0.0011210762331838565,real
58,2,0.002242152466367713,real
59,1,0.0011210762331838565,real
571,1,0.0011210762331838565,real
61,3,0.0033632286995515697,real
2365,1,0.0011210762331838565,real
62,1,0.0011210762331838565,real
64,2,0.002242152466367713,real
321,1,0.0011210762331838565,real
2113,1,0.0011210762331838565,real
66,2,0.002242152466367713,real
67,2,0.002242152466367713,real
16195,1,0.0011210762331838565,real
68,2,0.002242152466367713,real
325,1,0.0011210762331838565,real
70,1,0.0011210762331838565,real
71,1,0.0011210762331838565,real
72,2,0.002242152466367713,real
328,1,0.0011210762331838565,real
74,1,0.0011210762331838565,real
331,1,0.0011210762331838565,real
5195,1,0.0011210762331838565,real
76,1,0.0011210762331838565,real
77,1,0.0011210762331838565,real
78,2,0.002242152466367713,real
337,1,0.0011210762331838565,real
593,1,0.0011210762331838565,real
850,1,0.0011210762331838565,real
83,1,0.0011210762331838565,real
84,1,0.0011210762331838565,real
597,1,0.0011210762331838565,real
86,2,0.002242152466367713,real
345,1,0.0011210762331838565,real
94,1,0.0011210762331838565,real
95,1,0.0011210762331838565,real
96,1,0.0011210762331838565,real
352,1,0.0011210762331838565,real
97,3,0.0033632286995515697,real
353,1,0.0011210762331838565,real
104,1,0.0011210762331838565,real
109,1,0.0011210762331838565,real
110,2,0.002242152466367713,real
112,1,0.0011210762331838565,real
373,1,0.0011210762331838565,real
8821,1,0.0011210762331838565,real
121,2,0.002242152466367713,real
2683,1,0.0011210762331838565,real
124,1,0.0011210762331838565,real
126,1,0.0011210762331838565,real
128,1,0.0011210762331838565,real
384,3,0.0033632286995515697,real
132,1,0.0011210762331838565,real
389,1,0.0011210762331838565,real
134,1,0.0011210762331838565,real
136,1,0.0011210762331838565,real
137,1,0.0011210762331838565,real
142,1,0.0011210762331838565,real
143,1,0.0011210762331838565,real
146,1,0.0011210762331838565,real
404,1,0.0011210762331838565,real
149,2,0.002242152466367713,real
407,1,0.0011210762331838565,real
151,1,0.0011210762331838565,real
7835,1,0.0011210762331838565,real
157,2,0.002242152466367713,real
159,2,0.002242152466367713,real
161,1,0.0011210762331838565,real
162,1,0.0011210762331838565,real
164,1,0.0011210762331838565,real
422,1,0.0011210762331838565,real
169,1,0.0011210762331838565,real
173,2,0.002242152466367713,real
6573,1,0.0011210762331838565,real
